,name,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,owner,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,County,State
3111,Allens Falls,4,44.6603,-74.8603,Hydro,1927,Erie Boulevard Hydropower LP,9.119,24.76,21.838,20.175,17.329,St. Lawrence,New York
3112,Allenwood,3.2,41.1511,-76.9178,Waste,2012,EPP Renewable Energy,26.695,24.305,25.104,25.676,24.611,Lycoming,Pennsylvania
3113,Alliance Refinery,25,29.6833,-89.975,Gas,1985.68,Phillips 66,0,0,0,0,21.64555,Jefferson Parish,Louisiana
3114,Alliant Energy Neenah,371,44.1936,-88.5064,Gas,2000,Wisconsin Power & Light Co,0,0,0,0,362.15,Winnebago,Wisconsin
3115,Alliant SBD 8501 Aegon LI,3.1,42.0243,-91.704,Oil,1985.709677,Industrial Energy Applications Inc,0.015,0.012,0,0,0,Linn,Iowa
3116,Alliant SBD 8601 Quad Graphics,3.6,41.7958,-92.0592,Oil,1990.444444,Industrial Energy Applications Inc,0.007,0,0,0,0,Iowa,Iowa
3117,Alliant SBD 8602 Marion Sub,5.6,42.0289,-91.5975,Oil,1986,Industrial Energy Applications Inc,0.048,0.022,0.022,0.011,0,Linn,Iowa
3118,Alliant SBD 9106 Rockwell CR,16,42.0356,-91.6458,Oil,1992,Industrial Energy Applications Inc,0.3,0.109,0,0.16562,0,Linn,Iowa
3119,Alliant SBD 9107 JBS USA,11.4,42.056,-92.8971,Oil,1994.947368,Industrial Energy Applications Inc,0.068,0.061,0,0,0,Marshall,Iowa
3120,Alliant SBD 9201 Norplex,2.1,43.0906,-91.5542,Oil,2000.904762,Industrial Energy Applications Inc,0.068,0.038,0,0,0.0098,Allamakee,Iowa
3121,Alliant SBD 9203 Profol,5.6,41.935,-91.6361,Oil,2003.321429,American Profol Incorporated,0.00098,0.31164,0.32536,0.29596,0.23814,Linn,Iowa
3122,Alliant SBD 9205 A Y McDonald,3.6,42.4906,-90.745,Oil,1994.861111,Industrial Energy Applications Inc,0.031,0.011,0,0,0,Dubuque,Iowa
3123,Alliant SBD 9206 Donaldson,1.6,43.3744,-92.1331,Oil,1995,Industrial Energy Applications Inc,0.035,0.015,0,0.00784,0,Howard,Iowa
3124,Alliant SBD 9301 Prairie Farms,2.9,42.53,-90.6847,Oil,1994.896552,Industrial Energy Applications Inc,0.045,0.003,0,0.0294,0,Dubuque,Iowa
3125,Alliant SBD 9302 Aegon NP,1.2,42.0264,-91.7042,Oil,1995,Industrial Energy Applications Inc,0.006,0.004,0,0.00294,0,Linn,Iowa
3126,Alliant SBD 9403 Aegon DC,4.1,41.9167,-91.6542,Oil,2002.682927,Industrial Energy Applications Inc,0.031,0.011,0,0.01078,0,Linn,Iowa
3127,Alliant SBD 9502 Eaton,5.4,42.8381,-93.6033,Oil,1997.333333,Industrial Energy Applications Inc,0.109,0.241,0,0.05488,0.00196,Wright,Iowa
3128,Alliant SBD 9901 Wells Fargo,1.1,41.9244,-91.6385,Oil,2001,Industrial Energy Applications Inc,0.007,0.002,0,0.00098,0,Linn,Iowa
3129,Alliant SBD0201 Ingredion,6.1,41.9701,-91.6662,Oil,2003,Industrial Energy Applications Inc,0.045,0.084,0,0.07546,0,Linn,Iowa
3130,Alliant SBG 9802 Toyota,1,42.0277,-91.7111,Gas,1999,Industrial Energy Applications Inc,0.028,0.009,0,0.02058,0,Linn,Iowa
3131,Allison Creek Hydro,6.5,61.0844,-146.3533,Hydro,2016,Copper Valley Elec Assn  Inc,NA,NA,NA,0.881,19.71,Valdez-Cordova Census Area,Alaska
3132,Almond Power Plant,223.5,37.5744,-120.985,Gas,2008.456376,Turlock Irrigation District,161.12,217.636,196.883,111.901,182.098,Stanislaus,California
3133,Aloha Solar Energy Fund 1 PK1,5,21.4069,-158.1514,Solar,2017,Altus Power America Management  LLC,NA,NA,NA,NA,8.123,Honolulu,Hawaii
3134,Alpaca,21,41.6631,-76.8056,Gas,2017,Alpaca Energy LLC,NA,NA,NA,NA,56.937,Bradford,Pennsylvania
3135,Alpaugh 50,50,35.8983,-119.4353,Solar,2013,Consolidated Edison Development Inc.,126.54477,133.09758,132.57082,133.296,128.039,Tulare,California
3136,Alpaugh North,20,35.9025,-119.4428,Solar,2013,Consolidated Edison Development Inc.,51.11073,53.529,50.645,52.471,50.414,Tulare,California
3137,Alpha Ridge LFG,1,39.305,-76.9019,Waste,2012,Howard County - Maryland,7.051,6.663,4.932,4.756,4.666,Howard,Maryland
3138,Alpine Power Plant,453.8,45.0637,-84.8253,Gas,2016,Wolverine Power Supply Coop,NA,NA,NA,319.871,460.363,Otsego,Michigan
3139,Alpine Solar,66,34.7892,-118.5047,Solar,2013,NRG Solar Alpine,170.259,167.054,166.796,165.117,162.936,Los Angeles,California
3140,Alsey,173,39.5698,-90.436,Gas,2003.99422,Prairie Power  Inc,0,2.417,10.296,7.713,16.103,Scott,Illinois
3141,Alta Luna,28.1,32.572,-107.4865,Solar,2017,TPE Alta Luna  LLC,NA,NA,NA,NA,72.422,Dona Ana,New Mexico
3142,Alta Municipal Utilities,1,42.6736,-95.3026,Oil,1947,City of Alta - (IA),0.008,0,0,0,0,Buena Vista,Iowa
3143,Alta Powerhouse,1,39.216,-120.8036,Hydro,1902,Pacific Gas & Electric Co.,3.387,3.545,2.928,3.123,3.485,Placer,California
3144,Alta Wind Energy Center I,150,35.0337,-118.3534,Wind,2011,NRG Yield LLC,398.985,403.255,341.12,413.363,366.518,Kern,California
3145,Alta Wind Energy Center II,150,35.0239,-118.2953,Wind,2011,NRG Yield LLC,348.908,328.958,279.829,360.216,325.932,Kern,California
3146,Alta Wind Energy Center III,150,35.0239,-118.2953,Wind,2011,NRG Yield LLC,361.051,349.245,300.282,380.465,350.502,Kern,California
3147,Alta Wind Energy Center IV,102,35.0086,-118.2422,Wind,2011,NRG Yield LLC,178.777,168.32,134.744,183.393,162.752,Kern,California
3148,Alta Wind Energy Center V,168,35.0086,-118.2422,Wind,2011,NRG Yield LLC,283.238,269.901,220.012,293.378,263.466,Kern,California
3149,Alta Wind VIII,150,35.0267,-118.2348,Wind,2012,Brookfield Energy Marketing LP,285.358,282.719,231.524,294.789,251.38,Kern,California
3150,Alta Wind X,138,35.06,-118.2,Wind,2014,NRG Yield LLC,NA,328.08,309.408,364.926,340.379,Kern,California
3151,Alta Wind XI,90,35.065,-118.39,Wind,2014,NRG Yield LLC,NA,249.985,222.142,276.368,248.865,Kern,California
3152,AltaGas Pomona Energy Inc.,66,34.0594,-117.7742,Gas,1995.393939,AltaGas Pomona Energy Inc.,106.532,101.308,103.358,0,-0.113,Los Angeles,California
3153,AltaGas Ripon Energy Inc.,49.5,37.7325,-121.116,Gas,1988,AltaGas Ripon Energy Inc.,116.824,112.81,46.707,10.941,19.296,San Joaquin,California
3154,Altamont,7.2,39.0687,-88.7555,Oil,2003,City of Altamont - (IL),0.093,0.098,0.082,0.081,0.116,Effingham,Illinois
3155,Altamont Gas Recovery,8.6,37.7493,-121.6499,Waste,1985.953488,WM Renewable Energy LLC,52.075,52.075,48.598,45.492,41.863,San Joaquin,California
3156,Altavista Power Station,71.1,37.1187,-79.2736,Waste,1992,Virginia Electric & Power Co,0,0,0,0,275.603002,Campbell,Virginia
3157,Altech III,25.1,33.915,-116.5551,Wind,1985.864542,Terra-Gen Operating Co LLC,37.657,37.867,28.752,30.957,21.522,Riverside,California
3158,Amalgamated Sugar LLC Nampa,8.7,43.6058,-116.5753,Gas,1961.908046,Amalgamated Sugar Co-Nampa,51.93865,39.954,49.716,0,49.69116,Canyon,Idaho
3159,Amalgamated Sugar Twin Falls,10.2,42.5328,-114.4328,Coal,1976.352941,The Amalgamated Sugar Co,49.23266,46.019498,46.019498,51.971438,54.206056,Twin Falls,Idaho
3160,Amana Society Service Company,21.6,41.7932,-91.8918,Oil,2001,Amana Society Service Co,NA,NA,NA,NA,NA,Benton,Iowa
3161,Amazon,4.2,40.5664,-74.2214,Solar,2012,KDC Solar O&M LLC,6.093,5.95,6.032,5.962,5.659,Middlesex,New Jersey
3162,Amazon - Patterson PV,2.5,37.4689,-121.1663,Solar,2017,AES Distributed Energy,NA,NA,NA,NA,3.54,Stanislaus,California
3163,Amazon San Bernardino,1.1,34.0884,-117.2458,Gas,2014,Bloom Energy,NA,0.801,8.699,7.923,7.715,San Bernardino,California
3164,Ambler,1.1,67.088,-157.8567,Oil,1994.090909,Alaska Village Elec Coop  Inc,NA,NA,1.328,1.316,1.279,North Slope Borough,Alaska
3165,Amedee Geothermal Venture I,3,40.3008,-120.105,Geothermal,1988,Amedee Gethrm Venture I LP,1.585,1.525,0,0,0,Lassen,California
3166,Amelia,14.4,37.3097,-78.0589,Waste,2001,Industrial Power Generating Company LLC,24.442,29.409,39.445,21.92,45.291,Amelia,Virginia
3167,Ameresco Butte County,2.3,39.674,-121.73,Waste,2013,Ameresco Butte County LLC,NA,15.88,14.43,15.857,16.116,Butte,California
3168,Ameresco Chicopee Energy,7.8,42.1626,-72.5367,Waste,2005.615385,AMERESCO Chicopee Energy LLC,53.774,49.495,46.101,49.526,46.339,Hampden,Massachusetts
3169,Ameresco Chiquita Canyon,9.2,34.4317,-118.6429,Waste,2010,AMERESCO Chiquita Canyon LLC,48.962,43.807,46.983,48.046,48.038,Los Angeles,California
3170,Ameresco Dallas LLC,4.2,32.6486,-96.6444,Waste,2011,Ameresco Dallas LLC,26.324,27.082,28.569,26.53,29.835,Dallas,Texas
3171,Ameresco Delaware Central,5,39.0339,-75.7233,Waste,2009.8,AMERESCO Delaware Central,22.402,28.736,30.756,28.771,23.463,Caroline,Maryland
3172,Ameresco Delaware South,5,38.5992,-75.4342,Waste,2007.6,AMERESCO Delaware South,34.945,30.975,29.65,22.985,26.076,Sussex,Delaware
3173,Ameresco Forward,4.4,37.8834,-121.1851,Waste,2014,Ameresco Forward  LLC,NA,19.044,31.104,32.649,32.579,San Joaquin,California
3174,Ameresco Janesville,3,42.7083,-89.0208,Waste,2004,AMERESCO Janesville LLC,13.508,13.924,11.474,11.214,11.079,Rock,Wisconsin
3175,Ameresco Jefferson City,3,38.5524,-92.0449,Waste,2009,AMERESCO Jefferson City LLC,21.84,22.043,23.781,23.691,21.614,Callaway,Missouri
3176,Ameresco Johnson Canyon,1.4,36.5342,-121.4086,Waste,2013,Ameresco Johnson Canyon LLC,7.616,7.831,10.189,10.46,9.281,Monterey,California
3177,Ameresco Keller Canyon,3.8,38.0039,-121.9345,Waste,2009,AMERESCO Keller Canyon LLC,28.821,29.172,25.512,30.295,28.927,Contra Costa,California
3178,Ameresco Ox Mountain,11.4,37.5,-122.4,Waste,2009,AMERESCO Ox Mountain Energy LLC,85.771,89.078,80.297,85.387,83.957,San Mateo,California
3179,Ameresco San Joaquin,4.4,38.0297,-120.9297,Waste,2014,Ameresco San Joaquin  LLC,NA,20.616,26.019,26.786,31.935,Calaveras,California
3180,Ameresco Santa Cruz Energy,3,36.9178,-121.8156,Waste,2006,AMERESCO Santa Cruz Energy LLC,18.098,17.541,17.237,19.626,19.537,Santa Cruz,California
3181,Ameresco Stafford,2.2,38.3842,-77.4131,Waste,2009,AMERESCO Stafford LLC,6.578,8.628,9.122,8.809,10.238,Stafford,Virginia
3182,Ameresco Vasco Road,4.4,37.7544,-121.7289,Waste,2014,Ameresco Vasco Road  LLC,NA,30.279,32.486,33.251,33.13,Alameda,California
3183,American Crystal Sugar Crookston,6.5,47.7647,-96.6334,Coal,1963.692308,American Crystal Sugar Co,33.85106,0,32.83644,41.4384,39.68658,Polk,Minnesota
3184,American Crystal Sugar Drayton,6,48.5932,-97.1761,Coal,1965,American Crystal Sugar Co,35.83859,0,37.2674,33.85203,37.55549,Kittson,Minnesota
3185,American Crystal Sugar East Grand Forks,7.5,47.9272,-97.0072,Coal,1990,American Crystal Sugar Co,37.3935,37.35082,39.43438,40.68762,40.88938,Polk,Minnesota
3186,American Crystal Sugar Hillsboro,13.3,47.4376,-97.0631,Coal,1990,American Crystal Sugar Co,65.113143,59.63367,65.339773,74.798727,70.412077,Traill,North Dakota
3187,American Crystal Sugar Moorhead,5,46.9026,-96.7611,Coal,1953.2,American Crystal Sugar Co,52.1763,36.7339,42.06114,38.80388,0,Clay,Minnesota
3188,American Falls,92.4,42.7778,-112.8764,Hydro,1978,Idaho Power Co,243.83,264.207,294.308,243.379,482.999,Power,Idaho
3189,American Falls Solar,20,42.824,-112.752,Solar,2017,American Falls Solar LLC,NA,NA,NA,NA,34.597,Power,Idaho
3190,American Falls Solar II,20,42.824,-112.752,Solar,2017,American Falls Solar II  LLC,NA,NA,NA,NA,35.004,Power,Idaho
3191,American Gypsum Cogeneration,9.6,39.6486,-106.9494,Gas,1990,Eagle Materials Co LLC,16.219,17.857,18.598,19.535,20.182,Eagle,Colorado
3192,American Legion PV 1,16,36.4183,-77.6558,Solar,2018,Ecoplexus  Inc,NA,NA,NA,NA,0.095,Halifax,North Carolina
3193,Ames Electric Services Power Plant,108.8,42.0258,-93.6089,Gas,1977.174632,City of Ames - (IA),290.800001,283.170002,250.728996,280.734997,281.603996,Story,Iowa
3194,Ames GT,78.7,42.0272,-93.5828,Oil,1996.068615,City of Ames - (IA),0.469,-0.19,-0.055,0.453,1.351,Story,Iowa
3195,Ames Hydro,3.6,37.866,-107.8831,Hydro,1906,Public Service Co of Colorado,3.964,2.294,8.996,6.972,8.109,San Miguel,Colorado
3196,Amethyst Solar,3,35.3169,-81.9264,Solar,2016,Amethyst Solar LLC,NA,NA,NA,3.734,5.916,Rutherford,North Carolina
3197,Amherst College Co Gen,1.7,42.3717,-72.5122,Gas,2006,Amherst College,5.36544,10.23566,9.942,0,8.525,Hampshire,Massachusetts
3198,Amistad Dam & Power,66,29.4498,-101.0601,Hydro,1983,International Bound & Wtr Comm,85.919,74.642,48.499,48.58,145.7,Val Verde,Texas
3199,Amoskeag,16,43.0022,-71.4721,Hydro,1922.75,Public Service Co of NH,93.686,72.084,80.974,69.643,90.894,Hillsborough,New Hampshire
3200,Ampersand Chowchilla Biomass LLC,12.5,37.1067,-120.2485,Waste,2008,Ampersand Chowchilla Biomass LLC,68.982,71.848,66.029,68.912,70.139,Madera,California
3201,Amphitheater High School Solar,1,32.269,-110.975,Solar,2017,Constellation Solar Arizona 2  LLC,NA,NA,NA,0.077,2.29,Pima,Arizona
3202,Anacacho Wind Farm  LLC,99.8,29.2347,-100.2092,Wind,2013,E ON Climate Renewables N America LLC,329.929,355.227,326.909,338.846,332.715,Kinney,Texas
3203,Anadarko,7.8,39.757,-81.1155,Oil,1969.692308,City of Woodsfield - (OH),0,0,0.088,0.072,0.003,Monroe,Ohio
3204,Anadarko Plant,534.9,35.0847,-98.23,Gas,1982.234249,Western Farmers Elec Coop  Inc,0,0,942.54,1434.062,995.668,Caddo,Oklahoma
3205,Anaheim GT,49.2,33.8535,-117.8563,Gas,1991,City of Anaheim - (CA),93.869,56.311,55.864,123.093,76.188,Orange,California
3206,Anaheim Solar Energy Plant,2.1,33.8025,-117.9197,Solar,2014,Anaheim Public Utilities,NA,1.187,3.386,3.389,3.285,Orange,California
3207,Anchor Wind  LLC,6,41.8508,-91.2342,Wind,2012,Acciona Energy USA Global  LLC,11.332,18.414,15.193,7.084,11.784,Cedar,Iowa
3208,Anchorage 1,77.9,61.2221,-149.8661,Gas,1994.997433,Anchorage Municipal Light and Power,22.337,33.642,47.782,45.082,50.849,Anchorage Municipality,Alaska
3209,Anclote,1112.4,28.1844,-82.7886,Gas,1976,Duke Energy Florida  LLC,1556.245984,0,0,0,2869.608,Pasco,Florida
3210,Anderson,168.7,40.0529,-85.7389,Gas,1998.110255,Indiana Municipal Power Agency,6.557,6.676,10.772,12.342,9.16,Madison,Indiana
3211,Anderson Erickson,2,41.6014,-93.5765,Oil,2000,MidAmerican Energy Co,-0.045,-0.04,0.01,0.008,0.012,Polk,Iowa
3212,Anderson Farm LLC,1.9,34.9756,-78.5167,Solar,2014,Anderson Farm LLC,NA,0.499,4.095,4.158,3.953,Sampson,North Carolina
3213,Anderson Power Products Division,1,42.4714,-71.7433,Oil,1987,Anderson Power Products,0.001,0.001,0.008,NA,0.006,Worcester,Massachusetts
3214,Anderson Ranch,40,43.3571,-115.4515,Hydro,1951,U S Bureau of Reclamation,112.885,86.299,122.346,145.394,162.521,Elmore,Idaho
3215,Anderson Regional Landfill,3.2,34.5739,-82.4621,Waste,2008,South Carolina Public Service Authority,13.115,10.992,8.687,9.44,9.559,Anderson,South Carolina
3216,Anderson Wind I,5,33.0294,-103.8558,Wind,2015,BayWa r.e Wind LLC,NA,0.003,15.887,17.782,18.232,Chaves,New Mexico
3217,Anderson Wind II,10,33.0139,-103.865,Wind,2015,BayWa r.e Wind LLC,NA,0.004,39.972,40.666,43.426,Chaves,New Mexico
3218,Andrew Solar,5,35.1608,-77.1099,Solar,2016,Cypress Creek Renewables,NA,NA,2.55,9.942,9.844,Craven,North Carolina
3219,Andromeda Community Solar,4.5,44.9019,-94.0316,Solar,2017,Andromeda Community Solar,NA,NA,NA,NA,0.817,McLeod,Minnesota
3220,Androscoggin 3,3.6,44.1353,-70.2015,Hydro,1928,Brookfield White Pine Hydro LLC,26.22,31.136,14.652,0,0,Androscoggin,Maine
3221,Androscoggin Energy Center,163.5,44.5063,-70.2423,Gas,1999.333333,Verso Paper Androscoggin LLC,0,0,0,0,200.899001,Franklin,Maine
3222,Androscoggin Mill,80,44.5063,-70.2395,Biomass,1968.375,Verso Paper Androscoggin LLC,466.418002,437.745994,408.181001,337.771005,213.600997,Franklin,Maine
3223,Angel Solar,5,35.6511,-81.2086,Solar,2016,Cypress Creek Renewables,NA,NA,2.072,10.12,9.241,Catawba,North Carolina
3224,Angels,1.4,38.0719,-120.5394,Hydro,1940,Utica Water & Power Authority,4.643,4.285,1.59,5.833,6.84,Calaveras,California
3225,Angier Farm,5,35.5164,-78.75,Solar,2014,Angier Farm LLC,NA,8.233,7.941,8.171,8.121,Harnett,North Carolina
3226,Angoon,1.5,57.4992,-134.5861,Oil,1999,Inside Passage Elec Coop  Inc,1.703,1.693,1.677,1.714,1.675,Juneau City and Borough,Alaska
3227,Angus Anson,405.7,43.6035,-96.6356,Gas,1998.508997,Northern States Power Co - Minnesota,40.066,25.795,103.03,65.708,70.125,Minnehaha,South Dakota
3228,Anheuser-Busch #2,1.6,38.2336,-122.0925,Wind,2014,Foundation CA Fund VII Manager  LLC,NA,0.074,2.463,3.936,3.433,Solano,California
3229,Anheuser-Busch Jacksonville,8.6,30.4342,-81.6454,Gas,1987,Anheuser-Busch Inc,0,0,0,0,73.15112,Duval,Florida
3230,Anheuser-Busch St Louis,26.1,38.5978,-90.2107,Gas,1946.164751,Anheuser-Busch Inc,53.200621,48.898,43.201977,0,46.185,City of Saint Louis,Missouri
3231,Aniak,1.7,61.5807,-159.5356,Oil,2001.058824,Aniak Light & Power Co Inc,2.593,2.63,2.674,2.614,2.161,Bethel Census Area,Alaska
3232,Animas,18.8,36.7251,-108.192,Gas,1993.287234,City of Farmington - (NM),145.515,137.532,49.414,24.01,11.923,San Juan,New Mexico
3233,Anita,2.9,41.4442,-94.7665,Oil,1992.793103,City of Anita - (IA),0.02646,0.02744,0.019,0.039,0.021,Cass,Iowa
3234,Annandale Solar,6,45.247,-94.1069,Solar,2017,Enel Green Power NA  Inc.,NA,NA,NA,0,10.052,Wright,Minnesota
3235,Annex Creek,4,58.3176,-134.101,Hydro,1916,Alaska Electric Light&Power Co,25.056,27.38,27.012,25.644,19.151,Juneau City and Borough,Alaska
3236,Ansley,1.5,41.2892,-99.3863,Gas,1973.2,City of Ansley - (NE),0.016,0.008,0.003,0.005,0.006,Custer,Nebraska
3237,Anson Abenaki Hydros,29,44.7975,-69.8867,Hydro,1980.937931,Eagle Creek RE LLC,146.91354,137.0263,134.1042,108.31707,131.899,Somerset,Maine
3238,Anson County Generation Facility,343.8,34.9687,-79.9217,Gas,2007,North Carolina El Member Corp,98.912,117.735998,164.527005,253.427003,187.928996,Richmond,North Carolina
3239,Antares-GRE 314 East Lyme LLC,4,41.4169,-72.2344,Solar,2014,GRE 314 East Lyme LLC,NA,3.191,6.212,6.471,5.915,New London,Connecticut
3240,Antelope Big Sky Ranch,20,34.6948,-118.2877,Solar,2016,Sustainable Power Group  LLC,NA,NA,NA,17.07,56.416,Los Angeles,California
3241,Antelope DSR 1,50,34.6556,-118.2807,Solar,2017,Sustainable Power Group  LLC,NA,NA,NA,6.69,131.882,Los Angeles,California
3242,Antelope DSR 2,5,34.6869,-118.3117,Solar,2017,Sustainable Power Group  LLC,NA,NA,NA,1.388,14.248,Los Angeles,California
3243,Antelope Station,167.4,33.865,-101.8433,Gas,2011,Golden Spread Electric Cooperative  Inc,44.358,200.592,143.57,82.406,92.551,Lubbock,Texas
3244,Antelope Valley,869.8,47.3705,-101.8357,Coal,1985,Basin Electric Power Coop,6101.382992,5838.431047,6662.529014,5923.688992,6270.976041,Mercer,North Dakota
3245,Anthony,11.1,37.1517,-98.0311,Gas,1976.324324,City of Anthony - (KS),0.901,0.786,0.966,0.826,2.091,Harper,Kansas
3246,Anthony Wayne Solar #1,1.7,41.6272,-83.5747,Solar,2014,GEM Energy LLC,NA,1.988,2.294,2.115,1.991,Wood,Ohio
3247,Antlia Community Solar,2,43.9065,-96.1382,Solar,2017,Antlia Community Solar,NA,NA,NA,NA,0.93,Pipestone,Minnesota
3248,Apache Solar 1,90,32.0681,-109.8904,Solar,2017,Arizona Electric Pwr Coop Inc,NA,NA,NA,NA,13.024,Cochise,Arizona
3249,Apache Station,660.7,32.0603,-109.8931,Coal,1978.282428,Arizona Electric Pwr Coop Inc,2327.129989,0,1959.043952,0,1703.999999,Cochise,Arizona
3250,Apalachia,93.6,35.1677,-84.2956,Hydro,1943,Tennessee Valley Authority,551.17,415.735,310.461,177.87,310.805,Fannin,Georgia
3251,Apex Generating Station,600.6,36.416,-114.9609,Gas,2003,Los Angeles Department of Water & Power,430.266,1653.509,2647.857,3423.755,3137.102,Clark,Nevada
3252,Apex Solar PV Power Project,20,36.39,-114.97,Solar,2012,Southern Power Co,52.707,52.286,48.93,52.232,51.808,Clark,Nevada
3253,Apple Blossom Wind Farm,100,43.815,-83.315,Wind,2017,Apple Blossom Wind  LLC,NA,NA,NA,NA,43.704,Huron,Michigan
3254,Apple Campus 2 Fuel Cell,4,37.33,-122.01,Waste,2017,Apple  Inc,NA,NA,NA,NA,14.044,Santa Clara,California
3255,Apple Campus 2 PV,14.4,37.33,-122.01,Solar,2017,Apple  Inc,NA,NA,NA,NA,3.387,Santa Clara,California
3256,Apple Data Center - Fuel Cell 1&2,10.5,35.5883,-81.2667,Waste,2012.52381,Apple  Inc,65.314,66.206,59.436,63.328,79.393,Catawba,North Carolina
3257,Apple Data Center - PV2,20,35.7389,-81.2078,Solar,2013,Apple  Inc,6.723,39.812,38.248,43.133,39.668,Catawba,North Carolina
3258,Apple Data Center PV,21,35.5881,-81.252,Solar,2013,Apple  Inc,40.54446,36.854,39.065,42.92,39.58,Catawba,North Carolina
3259,Apple Data Center PV3,17.5,35.715,-81.15,Solar,2016,Apple  Inc,NA,NA,0.433,38.998,36.663,Catawba,North Carolina
3260,Apple One,5,35.6294,-81.1569,Solar,2015,Cypress Creek Renewables,NA,NA,2.069,9.511,9.849,Catawba,North Carolina
3261,Apple River,2.4,45.1576,-92.7162,Hydro,1901,Northern States Power Co - Minnesota,11.27,15.37,9.952,15.095,13.877,Saint Croix,Wisconsin
3262,Appleton,2.2,44.2539,-88.4096,Hydro,1950.909091,Wisconsin Electric Power Co,9.321,13.697,14.062,14.759,14.389,Outagamie,Wisconsin
3263,Aqua Ingrams Mill,1,39.9647,-75.6578,Solar,2010,Aqua America Inc,1.343,1.266,1.257,1.079,1.231,Chester,Pennsylvania
3264,Aragonne Wind LLC,90,34.8147,-105.0108,Wind,2007,Leeward Asset Management  LLC,261.913,263.987,236.848,268.201,272.99,Guadalupe,New Mexico
3265,Arapahoe 3 Community Solar Array,1.8,39.6384,-104.6742,Solar,2017,Clean Focus Renewables  Inc.,NA,NA,NA,NA,0,Douglas,Colorado
3266,Arapahoe Combustion Turbine Project,194,39.6692,-105.0018,Gas,2000.534021,SWG Arapahoe  LLC,21.504,192.959,118.302,59.277,184.229,Arapahoe,Colorado
3267,Ararat Rock Solar  LLC,3.5,36.4611,-80.6006,Solar,2012,O2energies  Inc.,5.971,6.088,5.981,6.367,5.946,Surry,North Carolina
3268,Arba Solar  LLC,2,35.3964,-77.7036,Solar,2014,Argand Energy Solutions  LLC,NA,1.859,3.339,3.167,2.971,Greene,North Carolina
3269,Arbuckle Mountain Wind Farm LLC,100,34.3869,-97.1369,Wind,2015,Arbuckle Mountain Wind Farm LLC,NA,NA,69.405,405.655,411.644,Murray,Oklahoma
3270,Arcadia Electric,16.9,44.2524,-91.5034,Oil,1985.491124,City of Arcadia - (WI),0.028,0.151,0.062,0.238,0.052,Trempealeau,Wisconsin
3271,Arcanum,1.2,39.9861,-84.5503,Oil,1948.916667,City of Arcanum - (OH),0.018,0.016,0.013,0.015,0.014,Darke,Ohio
3272,Arcanum Peaking,1.8,39.9867,-84.5513,Oil,1999,American Mun Power-Ohio  Inc,0.007,0.006,0.061,0.103,0.057,Darke,Ohio
3273,ArcelorMittal Burns Harbor,176.2,41.635,-87.1387,Gas,1969.351873,ArcelorMittal Burns Harbor Inc,633.947996,542.940002,754.011003,576.940994,470.035,Porter,Indiana
